회사명,종목코드,티커,시장구분,업종,주요제품,상장일,결산월,대표자,홈페이지,주소지,alias
GS건설,6360,006360.KS,KOSPI,건물 건설업,"토목공사,건축공사,주택공사,산업플랜트공사,리모델링공사,시설물유지관리공사/산업설비설계,감리 용역,수출입/에너지관리 진단,연구개발",1981-08-03,12월,"허창수, 허윤홍(각자 대표이사)",http://www.gsconst.co.kr,서울특별시,"gs건설, GS건설"
GS글로벌,1250,001250.KS,KOSPI,상품 종합 도매업,"수출입업(시멘트,철강금속,전기전자,섬유,기계화학),상품중개,광업,채석업/하수처리 서비스/부동산 임대",1976-06-26,12월,이영환,http://www.gsgcorp.com,서울특별시,"gs글로벌, GS글로벌"
GS리테일,7070,007070.KS,KOSPI,종합 소매업,"체인화 편의점,슈퍼마켓,마트,전자상거래/부동산(빌딩) 임대",2011-12-23,12월,허서홍,http://www.gsretail.com,서울특별시,"gs리테일, GS리테일"
GS피앤엘,499790,499790.KS,KOSPI,기타 금융업,지주회사,2024-12-23,12월,김원식,http://www.gspnl.com,서울특별시,"gs피앤엘, GS피앤엘"
GST,83450,083450.KQ,KOSDAQ,특수 목적용 기계 제조업,"GasScrubber,Chiller",2006-02-01,12월,"석종욱, 문승보(각자대표)",http://www.gst-in.com,경기도,"gst, GST"
HB솔루션,297890,297890.KQ,KOSDAQ,특수 목적용 기계 제조업,"디스플레이 제조용 장비(도포기, 조립기, 검사기)",2020-06-22,12월,이재원,http://www.hb-solution.co.kr,충청남도,"hb솔루션, HB솔루션"
HB인베스트먼트,440290,440290.KQ,KOSDAQ,기타 금융업,벤처투자조합 등 조합 결성 및 운영,2024-01-25,12월,황유선,http://www.hbvc.co.kr,서울특별시,"hb인베스트먼트, HB인베스트먼트"
HB테크놀러지,78150,078150.KQ,KOSDAQ,특수 목적용 기계 제조업,TFT-LCD검사장비,2004-12-08,12월,문성준,http://www.ncbnet.co.kr,충청남도,"hb테크놀러지, HB테크놀러지"
HD한국조선해양,9540,009540.KS,KOSPI,기타 금융업,"선박,해양구조물,엔진,펌프 전동기,중전기,중장비 제조/자동창고,물류시스템",1999-08-24,12월,"정기선, 김성준 (각자 대표이사)",http://www.ksoe.co.kr,경기도,"hd한국조선해양, HD한국조선해양"
HD현대,267250,267250.KS,KOSPI,기타 금융업,지주회사,2017-05-10,12월,"권오갑, 정기선",http://www.hd.com,경기도,"hd현대, HD현대"
HD현대건설기계,267270,267270.KS,KOSPI,일반 목적용 기계 제조업,"굴삭기, 지게차, 휠로더 등",2017-05-10,12월,최철곤,http://www.hd-hyundaice.com,경기도,"hd현대건설기계, HD현대건설기계"
HD현대마린솔루션,443060,443060.KS,KOSPI,"건축기술, 엔지니어링 및 관련 기술 서비스업","AM(After Market) 솔루션, 친환경 Retrofit, 디지털 제어",2024-05-08,12월,이기동,http://www.hd-marinesolution.com,경기도,"hd현대마린솔루션, HD현대마린솔루션"
HD현대마린엔진,71970,071970.KS,KOSPI,일반 목적용 기계 제조업,"조선기자재, 기계부품",2009-05-15,12월,강영,http://www.hd-marineengine.com,경상남도,"hd현대마린엔진, HD현대마린엔진"
HD현대미포,10620,010620.KS,KOSPI,선박 및 보트 건조업,"선박수리,선박개조,선박신조",1983-12-20,12월,김형관,http://www.hd-hmd.com,울산광역시,"hd현대미포, HD현대미포"
HD현대에너지솔루션,322000,322000.KS,KOSPI,반도체 제조업,"태양광 셀·모듈, PV시스템, ESS",2019-11-19,12월,박종환,http://www.hd-hyundaies.co.kr,경기도,"hd현대에너지솔루션, HD현대에너지솔루션"
HD현대인프라코어,42670,042670.KS,KOSPI,특수 목적용 기계 제조업,"굴착기,엔진 제조,도소매",2001-02-02,12월,"조영철, 오승현",http://www.hd-infracore.com,인천광역시,"hd현대인프라코어, HD현대인프라코어"
HD현대일렉트릭,267260,267260.KS,KOSPI,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","변압기, 고압차단기, 회전기, 배전반 등",2017-05-10,12월,김영기,http://www.hd-hyundaielectric.com,경기도,"hd현대일렉트릭, HD현대일렉트릭"
HD현대중공업,329180,329180.KS,KOSPI,선박 및 보트 건조업,"선박, 해양플랜트 및 엔진기계 등",2021-09-17,12월,"이상균, 노진율 (각자 대표이사)",http://www.hhi.co.kr,울산광역시,"hd현대중공업, HD현대중공업"
HDC,12630,012630.KS,KOSPI,기타 금융업,지주회사,1996-10-16,12월,"정몽규, 김회언 (각자 대표이사)",http://www.hdc-holdings.com,서울특별시,"hdc, HDC"
HDC랩스,39570,039570.KS,KOSPI,전기 및 통신 공사업,"기계설비공사, 스마트홈, 지능형 빌딩, SOC, 인테리어, 조경, 시설관리",2015-09-24,12월,김성은,http://www.hdc-labs.com,서울특별시,"hdc랩스, HDC랩스"
HDC현대산업개발,294870,294870.KS,KOSPI,건물 건설업,"외주주택, 자체공사, 일반건축, 토목 등",2018-06-12,12월,"정경구, 조태제(각자 대표이사)",http://www.hdc-dvp.com,서울특별시,"hdc현대산업개발, HDC현대산업개발"
HDC현대EP,89470,089470.KS,KOSPI,기타 화학제품 제조업,"합성수지(PP컴파운딩가공,자동차범퍼,내장제) 제조,도소매",2006-09-25,12월,정 원 섭,http://www.hdc-hyundaiep.com,충청남도,"hdc현대ep, HDC현대EP"
HJ중공업,97230,097230.KS,KOSPI,토목 건설업,"선박건조,기계플랜트 제조/토목공사,건축공사,조경공사,전기공사,가스공사,준설공사,기계설비공사",2007-08-31,12월,"김완석, 유상철",http://www.hjsc.co.kr,부산광역시,"hj중공업, HJ중공업"
HK이노엔,195940,195940.KQ,KOSDAQ GLOBAL,의약품 제조업,"전문의약품, 숙취해소음료",2021-08-09,12월,곽달원,http://www.inno-n.com,충청북도,"hk이노엔, HK이노엔"
HL D&I,14790,014790.KS,KOSPI,토목 건설업,"토목,건축,전기,환경사업,준설공사,포장공사,주택,중기임대",1994-08-12,12월,홍석화,http://www.halla.co.kr,서울특별시,"hl d&i, HL D&I"
HL만도,204320,204320.KS,KOSPI,자동차 신품 부품 제조업,"제동장치, 조향장치, 현가장치",2014-10-06,12월,"조성현, 김현욱 (각자대표)",http://www.mando.com,경기도,"hl만도, HL만도"
HL홀딩스,60980,060980.KS,KOSPI,기타 금융업,지주회사 및 경영컨설팅 서비스업,2010-05-19,12월,"김광헌, 김준범",http://hlholdings.co.kr,경기도,"hl홀딩스, HL홀딩스"
HLB,28300,028300.KQ,KOSDAQ,의료용품 및 기타 의약 관련제품 제조업,"의료기기, 의약외품 등",1996-07-27,12월,"진양곤, 백윤기 (각자대표)",http://hlbbio.co.kr,세종특별자치시,"hlb, HLB"
HLB글로벌,3580,003580.KS,KOSPI,종합 소매업,"모래 및 자갈 채취업,콤부차,그린월,화장품,신약개발 등",1990-03-23,12월,김광재,http://www.hlbglobal.co.kr,강원특별자치도,"hlb글로벌, HLB글로벌"
HLB바이오스텝,278650,278650.KQ,KOSDAQ,자연과학 및 공학 연구개발업,비임상실험 유효성(약리)평가,2019-11-27,12월,백성진,http://www.knotus.co.kr,인천광역시,"hlb바이오스텝, HLB바이오스텝"
HLB사이언스,343090,343090.KQ,KONEX,의료용품 및 기타 의약 관련제품 제조업,"패혈증 치료제, 면역항암제 전달기술 등",2020-04-24,12월,윤종선,http://www.hlbscience.com,서울특별시,"hlb사이언스, HLB사이언스"
HLB생명과학,67630,067630.KQ,KOSDAQ,의료용품 및 기타 의약 관련제품 제조업,"ESCO 사업, 신재생에너지 사업",2008-11-25,12월,"남상우, 한용해(각자대표)",http://www.hlb-ls.com,경기도,"hlb생명과학, HLB생명과학"
HLB이노베이션,24850,024850.KQ,KOSDAQ,전자부품 제조업,리드프레임,2001-01-18,12월,"김홍철, BRYANBYONGJIN.KIM(각자 대표)",http://hlbinno.com,경기도,"hlb이노베이션, HLB이노베이션"
HLB제넥스,187420,187420.KQ,KOSDAQ,기초 의약물질 제조업,산업용 효소,2015-05-29,12월,"김의중, 김도연 (각자 대표이사)",http://www.genofocus.com,대전광역시,"hlb제넥스, HLB제넥스"
HLB제약,47920,047920.KQ,KOSDAQ,자연과학 및 공학 연구개발업,"씨트리시메티딘정, 로자틴정",2015-12-21,12월,박재형,http://www.hlbpharma.co.kr,경기도,"hlb제약, HLB제약"
HLB테라퓨틱스,115450,115450.KQ,KOSDAQ,기타 전문 도매업,"임베디드 GUI 미들웨어 FXUI-2D, FXUI-3D",2010-03-26,12월,안기홍,http://hlbtherapeutics.com,경기도,"hlb테라퓨틱스, HLB테라퓨틱스"
HLB파나진,46210,046210.KQ,KOSDAQ,의료용품 및 기타 의약 관련제품 제조업,의료용품및 기타 의약관련 제품 제조업,2000-08-16,12월,장인근,http://www.hlbpanagene.com,대전광역시,"hlb파나진, HLB파나진"
HMM,11200,011200.KS,KOSPI,해상 운송업,"정기,부정기,전용선,콘테이너선,자동차선,LNG선 해운",1995-10-05,12월,최원혁,http://www.hmm21.com,서울특별시,"hmm, HMM"
HPSP,403870,403870.KQ,KOSDAQ GLOBAL,특수 목적용 기계 제조업,고압 수소 어닐링 장비,2022-07-15,12월,김용운,http://www.thehpsp.com,경기도,"hpsp, HPSP"
HRS,36640,036640.KQ,KOSDAQ,합성고무 및 플라스틱 물질 제조업,실리콘 컴파운드제품 제조,2000-05-30,12월,김진성,http://www.hrssilicone.com,경기도,"hrs, HRS"
HS애드,35000,035000.KS,KOSPI,광고업,광고,1999-08-11,12월,박애리,http://www.hsad.co.kr/kor/main,서울특별시,"hs애드, HS애드"
HS화성,2460,002460.KS,KOSPI,건물 건설업,아파트 건설,1988-09-29,12월,"이종원,임기영",http://www.hwasung.com,대구광역시,"hs화성, HS화성"
HS효성,487570,487570.KS,KOSPI,기타 금융업,지주사업,2024-07-29,12월,"조현상, 안성훈",http://www.hshyosung.com,서울특별시,"hs효성, HS효성"
HS효성첨단소재,298050,298050.KS,KOSPI,화학섬유 제조업,PET타이어코드,2018-07-13,12월,"임진달, 성낙양(각자 대표이사)",http://www.hyosungadvancedmaterials.com,서울특별시,"hs효성첨단소재, HS효성첨단소재"
IBKS제20호스팩,439730,439730.KQ,KOSDAQ,금융 지원 서비스업,기업인수 및 합병,2022-10-28,12월,최규원,http://ibks.com,서울특별시,"ibks제20호스팩, IBKS제20호스팩"
IBKS제21호스팩,442770,442770.KQ,KOSDAQ,금융 지원 서비스업,기업인수 및 합병,2022-12-16,12월,김태우,http://ibks.com,서울특별시,"ibks제21호스팩, IBKS제21호스팩"
IBKS제22호스팩,448760,448760.KQ,KOSDAQ,금융 지원 서비스업,기업인수 및 합병,2023-04-06,12월,윤별수,,서울특별시,"ibks제22호스팩, IBKS제22호스팩"
IBKS제23호스팩,467930,467930.KQ,KOSDAQ,금융 지원 서비스업,기업인수 및 합병,2023-12-22,12월,최상규,http://www.ibks.com,서울특별시,"ibks제23호스팩, IBKS제23호스팩"
IBKS제24호스팩,469480,469480.KQ,KOSDAQ,금융 지원 서비스업,금융 지원 서비스업,2024-02-01,12월,김강민,http://www.ibks.com,서울특별시,"ibks제24호스팩, IBKS제24호스팩"
iMBC,52220,052220.KQ,KOSDAQ,영상·오디오물 제공 서비스업,"디지털콘텐츠,웹에이젼시",2005-01-21,12월,이선태,http://corp.imbc.com,서울특별시,"imbc, IMBC"
INVENI,15360,015360.KS,KOSPI,회사 본부 및 경영 컨설팅 서비스업,지주사업,1996-12-24,12월,"구본혁, 이창우",http://www.inveni.com,서울특별시,"inveni, INVENI"
ISC,95340,095340.KQ,KOSDAQ,기계장비 및 관련 물품 도매업,반도체테스트소켓,2007-10-01,12월,"김정렬, 유지한(공동 대표이사)",http://isc21.kr,경기도,"isc, ISC"
JB금융지주,175330,175330.KS,KOSPI,기타 금융업,금융지주 회사,2013-07-18,12월,김기홍,http://www.jbfg.com,전북특별자치도,"jb금융지주, JB금융지주"
JTC,950170,950170.KQ,KOSDAQ,종합 소매업,"식품류, 생활용품류, 화장품류 (사후면세업)",2018-04-06,02월,"구철모, 야마모토 후미야",http://www.groupjtc.com/korean,일본,"jtc, JTC"
JW생명과학,234080,234080.KS,KOSPI,의약품 제조업,"기초수액, TPN, 특수수액, HEMO, 영양수액 등",2016-10-27,12월,노정열,http://www.jw-lifescience.co.kr,충청남도,"jw생명과학, JW생명과학"
JW신약,67290,067290.KQ,KOSDAQ,의약품 제조업,"매니큐어세트, 손톱깎이",2003-02-11,12월,김용관,http://www.jw-shinyak.co.kr,경기도,"jw신약, JW신약"
JW중외제약,1060,001060.KS,KOSPI,의약품 제조업,"수액제,이상지질혈증치료제,혈우병치료제,소화기궤양치료제,항생제,도매",1976-06-14,12월,대표이사 신영섭,http://www.jw-pharma.co.kr,경기도,"jw중외제약, JW중외제약"
JW홀딩스,96760,096760.KS,KOSPI,기타 금융업,의약품 수출입업,2007-07-31,12월,"이경하, 차성남",http://jw-holdings.co.kr,경기도,"jw홀딩스, JW홀딩스"
JYP Ent.,35900,035900.KQ,KOSDAQ GLOBAL,오디오물 출판 및 원판 녹음업,오디오물 출판 및 원판 녹음 관련 제품,2001-08-30,12월,정욱,http://www.jype.com,서울특별시,"jyp ent., JYP ENT."
KB금융,105560,105560.KS,KOSPI,기타 금융업,-,2008-10-10,12월,양종희,http://www.kbfg.com,서울특별시,"kb금융, KB금융"
KB발해인프라,415640,415640.KS,KOSPI,신탁업 및 집합투자업,,2024-11-29,12월,법인이사 케이비자산운용(주),,서울특별시,"kb발해인프라, KB발해인프라"
KB스타리츠,432320,432320.KS,KOSPI,부동산 임대 및 공급업,"벨기에 North Galaxy Towers, 영국 Samsung Europe HQ",2022-10-06,01월,신명재,http://www.kbstarreit.com,서울특별시,"kb스타리츠, KB스타리츠"
KB오토시스,24120,024120.KQ,KOSDAQ,자동차 신품 부품 제조업,브레이크패드,1994-12-07,12월,김신완,http://www.kbautosys.com,충청남도,"kb오토시스, KB오토시스"
KB제25호스팩,455250,455250.KQ,KOSDAQ,금융 지원 서비스업,기업인수합병,2023-06-23,12월,전현식,,서울특별시,"kb제25호스팩, KB제25호스팩"
KB제27호스팩,464680,464680.KQ,KOSDAQ,금융 지원 서비스업,기업인수합병,2023-11-03,12월,이태영,,서울특별시,"kb제27호스팩, KB제27호스팩"
KB제28호스팩,476470,476470.KQ,KOSDAQ,금융 지원 서비스업,기업인수합병,2024-05-17,12월,고광범,,서울특별시,"kb제28호스팩, KB제28호스팩"
KB제29호스팩,478390,478390.KQ,KOSDAQ,금융 지원 서비스업,기업인수합병,2024-06-21,12월,서영화,,서울특별시,"kb제29호스팩, KB제29호스팩"
KB제30호스팩,486630,486630.KQ,KOSDAQ,금융 지원 서비스업,기업인수합병,2024-09-25,12월,박홍진,,서울특별시,"kb제30호스팩, KB제30호스팩"
KB제31호스팩,492220,492220.KQ,KOSDAQ,금융 지원 서비스업,기업인수합병,2024-12-12,12월,김형철,,서울특별시,"kb제31호스팩, KB제31호스팩"
KBG,318000,318000.KQ,KOSDAQ,합성고무 및 플라스틱 물질 제조업,"실리콘 소재(실란 모노머, 실리콘 레진&폴리머, 실리콘 융합소재)",2019-08-01,12월,부삼열,http://www.kbgtech.co.kr,충청남도,"kbg, KBG"
KBI메탈,24840,024840.KQ,KOSDAQ,1차 비철금속 제조업,"동ROD, 모터코어",1994-12-29,12월,"김병제,김재충 각자대표이사",http://www.kbimetal.co.kr,대구광역시,"kbi메탈, KBI메탈"
KC그린홀딩스,9440,009440.KS,KOSPI,기타 금융업,기타금융업,1994-11-05,12월,이태영,http://www.kcgreenholdings.com,서울특별시,"kc그린홀딩스, KC그린홀딩스"
KC산업,112190,112190.KQ,KONEX,"시멘트, 석회, 플라스터 및 그 제품 제조업",철강보강콘크리트제품,2016-05-31,12월,"이홍재, 최경침(각자대표)",http://www.kccond.co.kr,경기도,"kc산업, KC산업"
KC코트렐,119650,119650.KS,KOSPI,일반 목적용 기계 제조업,전기집진기 등,2010-01-29,12월,박기서,http://www.kc-cottrell.com,서울특별시,"kc코트렐, KC코트렐"
KCC건설,21320,021320.KQ,KOSDAQ,건물 건설업,"토목 건축공사, 분양공사",2001-08-21,12월,"정몽열,심광주",http://www.kccworld.net,서울특별시,"kcc건설, KCC건설"
KD,44180,044180.KQ,KOSDAQ,건물 건설업,건설사업(완성건물),2000-11-16,12월,안태일,http://kdcon.co.kr,경기도,"kd, KD"
KEC,92220,092220.KS,KOSPI,반도체 제조업,반도체 제조,2006-10-16,12월,배석홍,http://www.kec.co.kr,서울특별시,"kec, KEC"
KG모빌리언스,46440,046440.KQ,KOSDAQ,소프트웨어 개발 및 공급업,유무선전화결제서비스,2004-12-14,12월,유승용,http://www.mobilians.co.kr,서울특별시,"kg모빌리언스, KG모빌리언스"
KG모빌리티,3620,003620.KS,KOSPI,자동차용 엔진 및 자동차 제조업,"자동차,자동차부품,차륜,정비 제조/도소매",1975-05-29,12월,"곽재선, 황기영, 박장호(각자대표이사)",http://www.kg-mobility.com,경기도,"kg모빌리티, KG모빌리티"
KG스틸,16380,016380.KS,KOSPI,1차 철강 제조업,"철강재(냉연강판,아연도강판,칼라강판,석도강판,선재류,강관,형강,봉강),비철금속 제조,도매",1986-02-03,12월,박성희,http://kg-steel.co.kr,서울특별시,"kg스틸, KG스틸"
KG에코솔루션,151860,151860.KQ,KOSDAQ,기타 화학제품 제조업,"집단에너지(스팀), 산화동, 폐기물 소각",2013-07-24,12월,엄기민,http://www.kgets.co.kr,경기도,"kg에코솔루션, KG에코솔루션"
KG이니시스,35600,035600.KQ,KOSDAQ,소프트웨어 개발 및 공급업,전자지불서비스,2002-11-22,12월,이선재,http://www.inicis.com,서울특별시,"kg이니시스, KG이니시스"
